company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_gb,storage_type,weight_kg,gpu_brand,gpu_model
Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,1799.0,2256,1504,1.5,Touchscreen ,Yes,Intel,Core i7 7660U,2.5,8.0,256.0,SSD,1.25,Intel Iris Plus Graphics ,640
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Windows 10,639.9,1600,900,1.7777777777777777,Other,No,Intel,Core i3 6006U,2.0,8.0,256.0,SSD,2.5,Intel HD Graphics ,520
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,544.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.23,Nvidia GeForce ,940
Acer,TravelMate B,Netbook,11.6,Windows 10,435.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,4.0,128.0,SSD,1.4,Intel HD Graphics ,400
Asus,Pro P2540UA-AB51,Notebook,15.6,Windows 10,749.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.37,Intel HD Graphics ,620
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,No OS,799.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.5,AMD Radeon R,7
Lenovo,Thinkpad P51,Notebook,15.6,Windows 10,2090.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7820HQ,2.9,8.0,256.0,SSD,2.67,Nvidia Quadro M,2200
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Windows 10,304.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,500.0,HDD,2.0,Intel HD Graphics ,500
Acer,Aspire 5,Notebook,15.6,Windows 10,469.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,2.2,Nvidia GeForce GTX ,940
Dell,Inspiron 5570,Notebook,15.6,Windows 10,759.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,2048.0,HDD,2.02,AMD Radeon ,530
HP,Omen 17-an006nv,Gaming,17.3,Windows 10,1699.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,12.0,1024.0,HDD,3.78,Nvidia GeForce GTX ,1060
Lenovo,Thinkpad T460s,Ultrabook,14.0,Windows 10,1858.0,2560,1440,1.7777777777777777,IPS Panel Quad HD,No,Intel,Core i7 6600U,2.6,12.0,256.0,SSD,1.4,Intel HD Graphics ,520
HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1999.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i7 8550U,1.8,8.0,512.0,SSD,1.29,Intel UHD Graphics ,620
HP,ZBook 15u,Notebook,15.6,Windows 10,1154.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,500.0,HDD,1.9,AMD FirePro W,4190
Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1275.0,2400,1600,1.5,Touchscreen ,Yes,Intel,Core i5 7Y57,1.2,8.0,128.0,SSD,1.1,Intel HD Graphics ,615
Dell,Latitude 7390,Ultrabook,13.3,Windows 10,1841.85,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.42,Intel UHD Graphics ,620
Asus,ZenBook Pro,Notebook,15.6,Windows 10,1299.0,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 6700HQ,2.6,12.0,128.0,SSD,2.06,Intel HD Graphics ,530
Dell,Latitude E5470,Notebook,14.0,Windows 10,740.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6100U,2.3,8.0,128.0,SSD,1.79,Intel HD Graphics ,520
Dell,Precision M5520,Workstation,15.6,Windows 10,2408.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,1.78,Nvidia Quadro M,1200
Lenovo,Thinkpad T470,Notebook,14.0,Windows 10,1364.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,180.0,SSD,1.7,Intel HD Graphics ,620
Dell,Inspiron 3576,Notebook,15.6,Windows 10,675.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,1024.0,HDD,2.2,AMD Radeon ,520
Toshiba,Portege X30-D-10J,Notebook,13.3,Windows 10,1672.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.05,Intel HD Graphics ,620
Dell,Inspiron 7570,Notebook,15.6,Windows 10,1262.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,8.0,512.0,SSD,2.16,Nvidia GeForce ,940
Dell,Vostro 3568,Notebook,15.6,Windows 10,586.6,1366,768,1.7786458333333333,Other,No,Intel,Core i3 7100U,2.4,4.0,1024.0,HDD,2.18,Intel HD Graphics ,620
HP,ProBook 430,Notebook,13.3,Windows 10,726.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,4.0,128.0,SSD,1.49,Intel UHD Graphics ,620
Chuwi,"Lapbook 15,6",Notebook,15.6,Windows 10,248.9,1920,1080,1.7777777777777777,Full HD ,No,Intel,Atom x5-Z8350,1.44,4.0,64.0,Flash Storage,1.89,,
Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,565.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,128.0,SSD,2.3,Intel HD Graphics ,520
Lenovo,ThinkPad E480,Notebook,14.0,Windows 10,1049.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.75,Intel UHD Graphics ,620
Dell,Precision 3520,Workstation,15.6,Windows 10,2338.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6820HQ,2.7,16.0,512.0,SSD,2.17,Nvidia Quadro M,620
Dell,XPS 15,Notebook,15.6,Windows 10,1899.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.06,Nvidia GeForce GTX ,1050
Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1798.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,1.36,Intel HD Graphics ,620
Asus,Zenbook UX390UA,Ultrabook,12.5,Windows 10,1950.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,0.91,Intel HD Graphics ,620
Lenovo,Thinkpad E570,Notebook,15.6,Windows 10,1011.99,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.3,Nvidia GeForce ,940
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Windows 10,2799.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,32.0,512.0,SSD,1.05,Intel HD Graphics ,620
Asus,VivoBook Pro,Gaming,15.6,Windows 10,1350.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,1.99,Nvidia GeForce GTX ,1050
Acer,Aspire 5,Notebook,15.6,Windows 10,579.0,1366,768,1.7786458333333333,Other,No,AMD,A10-Series 9620P,2.5,8.0,1024.0,HDD,2.2,AMD Radeon RX ,540
Asus,Rog G752VL-UH71T,Gaming,17.3,Windows 10,1269.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 6700HQ,2.6,24.0,256.0,SSD,4.33,Nvidia GeForce GTX ,965
Lenovo,Thinkpad X260,Ultrabook,12.5,Windows 10,1099.0,1366,768,1.7786458333333333,IPS Panel ,No,Intel,Core i5 6200U,2.3,8.0,180.0,SSD,1.3,Intel HD Graphics ,520
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Windows 10,898.9,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,2.17,Intel UHD Graphics ,620
HP,EliteBook 840,Notebook,14.0,Windows 10,1749.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7600U,2.8,8.0,1024.0,SSD,1.48,Intel HD Graphics ,620
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7100U,2.4,8.0,256.0,SSD,1.4,Intel HD Graphics ,620
Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,911.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.3,Intel HD Graphics ,620
Asus,VivoBook E201NA,Netbook,11.6,Windows 10 S,340.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,64.0,Flash Storage,1.2,Intel HD Graphics ,500
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Windows 10,618.99,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.91,AMD Radeon ,520
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1599.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.4,Intel UHD Graphics ,620
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Windows 10,299.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,500.0,HDD,2.1,Intel HD Graphics ,500
Lenovo,Chromebook N23,Netbook,11.6,Chrome OS,265.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,4.0,16.0,SSD,1.25,Intel HD Graphics ,400
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.44,Intel HD Graphics ,620
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Windows 10,1224.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.0,Intel HD Graphics ,620
Acer,Aspire A515-51G-59QF,Notebook,15.6,Windows 10,613.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,4.0,1024.0,HDD,2.2,Nvidia GeForce MX,150
HP,Envy 13-AB002nv,Ultrabook,13.3,Windows 10,1323.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.34,Intel HD Graphics ,620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1149.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1060
Dell,XPS 13,Ultrabook,13.3,Windows 10,899.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,1.29,Intel HD Graphics ,620
Acer,Aspire A515-51G,Notebook,15.6,Windows 10,639.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,4.0,500.0,HDD,2.2,Nvidia GeForce ,940
Dell,Vostro 5568,Notebook,15.6,Windows 10,836.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.18,Intel HD Graphics ,620
Dell,Inspiron 5570,Notebook,15.6,Windows 10,1219.24,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,16.0,256.0,SSD,2.2,AMD Radeon ,530
Xiaomi,Mi Notebook,Notebook,15.6,No OS,1399.95,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,16.0,256.0,SSD,1.95,Nvidia GeForce MX,150
Asus,VivoBook E12,Netbook,11.6,Windows 10,245.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,2.0,32.0,Flash Storage,1.1,Intel HD Graphics ,500
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Windows 10,521.47,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Core i5 8250U,1.6,4.0,1024.0,HDD,2.04,Intel UHD Graphics ,620
Asus,ROG Zephyrus,Gaming,15.6,Windows 10,2968.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,24.0,512.0,SSD,2.24,Nvidia GeForce GTX,1080
HP,Probook 450,Notebook,15.6,Windows 10,889.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.04,Nvidia GeForce ,930
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Windows 10,1504.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,3.0,Nvidia GeForce GTX,1050
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1399.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,3.2,Nvidia GeForce GTX ,1060
HP,Spectre X360,Ultrabook,13.3,Windows 10,1399.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.32,Intel HD Graphics ,620
Dell,Latitude 5480,Notebook,14.0,Windows 10,1279.73,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300U,2.6,8.0,256.0,SSD,1.64,Intel HD Graphics ,620
HP,ProBook 440,Notebook,15.6,Windows 10,689.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,128.0,SSD,1.63,Intel HD Graphics ,520
Dell,Inspiron 5770,Notebook,17.3,Linux,889.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,128.0,SSD,2.8,AMD Radeon ,530
Lenovo,ThinkPad L470,Notebook,14.0,Windows 7,1340.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,2.02,Intel HD Graphics ,520
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Windows 10,799.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,4.0,1024.0,HDD,2.2,Nvidia GeForce ,920
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,No OS,459.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,8.0,2048.0,HDD,2.2,Nvidia GeForce ,920
Dell,Inspiron 3567,Notebook,15.6,Windows 10,585.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,2.3,AMD Radeon R,5
Dell,Latitude 5580,Notebook,15.6,Windows 10,1377.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7440HQ,2.8,8.0,256.0,SSD,1.9,Intel HD Graphics ,620
Dell,Alienware 17,Gaming,17.3,Windows 10,3012.77,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,128.0,SSD,4.42,Nvidia GeForce GTX ,1070
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,860.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,500.0,HDD,2.0,Intel HD Graphics ,620
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Windows 10,1299.0,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.0,Nvidia GeForce GTX ,960
Mediacom,SmartBook Edge,Notebook,13.3,Windows 10,369.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Celeron Quad Core N3450,1.1,4.0,32.0,SSD,1.2,Intel HD Graphics ,500
Asus,ROG Strix,Gaming,15.6,Windows 10,1649.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,2.3,Nvidia GeForce GTX ,1060
Dell,Latitude 5580,Notebook,15.6,Windows 10,1369.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7600U,2.8,8.0,256.0,SSD,1.93,Nvidia GeForce ,930
Dell,Inspiron 5570,Notebook,15.6,Windows 10,797.41,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,2.2,AMD Radeon ,530
HP,250 G6,Notebook,15.6,Windows 10,398.99,1920,1080,1.7777777777777777,Full HD ,No,Intel,Pentium Quad Core N3710,1.6,4.0,256.0,SSD,1.86,Intel HD Graphics ,405
HP,Omen 15-ce006nv,Gaming,17.3,Windows 10,1799.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,12.0,1024.0,HDD,2.62,Nvidia GeForce GTX ,1060
Lenovo,Thinkpad E470,Notebook,14.0,Windows 10,859.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.87,Nvidia GeForce ,940
Dell,XPS 13,Ultrabook,13.3,Windows 10,1399.0,3200,1800,1.7777777777777777,Quad HD,Yes,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.2,Intel UHD Graphics ,620
Dell,Vostro 5468,Notebook,14.0,Windows 10,735.87,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,128.0,SSD,1.6,Intel HD Graphics ,520
HP,Envy 13-AB020nr,Ultrabook,13.3,Windows 10,1145.0,3200,1800,1.7777777777777777,IPS Panel Quad HD,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.34,Intel HD Graphics ,620
Acer,Aspire 7,Gaming,15.6,Linux,798.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,1024.0,HDD,2.4,Nvidia GeForce GTX ,1050
Asus,VivoBook X540YA-XX519T,Notebook,15.6,Windows 10,349.0,1366,768,1.7786458333333333,Other,No,AMD,E-Series 7110,1.8,4.0,500.0,HDD,2.0,AMD Radeon R,2
HP,ProBook 450,Notebook,15.6,Windows 10,705.5,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 7100U,2.4,4.0,128.0,SSD,2.1,Intel HD Graphics ,620
Lenovo,ThinkPad E470,Notebook,14.0,Windows 10,785.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,1.87,Intel HD Graphics ,620
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,No OS,462.35,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,4.0,1024.0,HDD,2.15,Intel HD Graphics ,520
HP,250 G6,Notebook,15.6,Windows 10,397.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,1.86,Intel HD Graphics ,520
Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1729.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.99,Intel HD Graphics ,620
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,499.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,128.0,SSD,2.2,Intel HD Graphics ,520
Dell,Latitude 5580,Notebook,15.6,Windows 10,1116.99,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.9,Intel HD Graphics ,620
Dell,Alienware 17,Gaming,17.3,Windows 10,2699.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,4.42,Nvidia GeForce GTX ,1070
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Windows 10,544.15,1600,900,1.7777777777777777,Other,No,Intel,Core i3 6006U,2.0,8.0,1024.0,HDD,2.65,Intel HD Graphics ,520
HP,ProBook 470,Notebook,17.3,Windows 10,1280.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,2.63,Nvidia GeForce ,930
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Linux,224.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,500.0,HDD,2.0,Intel HD Graphics ,500
Mediacom,SmartBook 130,Notebook,13.3,Windows 10,255.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Atom x5-Z8350,1.44,4.0,32.0,Flash Storage,1.35,,
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Windows 10,949.0,1600,900,1.7777777777777777,Other,No,Intel,Core i7 7500U,2.7,6.0,128.0,SSD,2.8,Nvidia GeForce ,940
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,Windows 10,568.9,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,AMD,A10-Series A10-9620P,2.5,6.0,128.0,SSD,1.91,AMD Radeon ,530
Dell,Vostro 3568,Notebook,15.6,Windows 10,617.9,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.18,AMD Radeon R,5
Acer,Spin SP111-31,2 in 1 Convertible,11.6,Windows 10,349.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Celeron Dual Core N3350,2.0,4.0,32.0,Flash Storage,1.25,Intel HD Graphics ,500
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Windows 10,630.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 7130U,2.7,4.0,128.0,SSD,2.05,Intel HD Graphics ,620
HP,EliteBook 1030,Ultrabook,13.3,Windows 10,1965.0,3200,1800,1.7777777777777777,IPS Panel Quad HD,Yes,Intel,Core M 6Y75,1.2,16.0,512.0,SSD,1.16,Intel HD Graphics ,515
Lenovo,Thinkpad P71,Notebook,17.3,Windows 10,2999.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,3.4,Nvidia Quadro M,620
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,839.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,2.5,Nvidia GeForce GTX ,1050
Dell,XPS 13,Ultrabook,13.3,Windows 10,1599.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i5 8250U,1.6,8.0,128.0,SSD,1.21,Intel UHD Graphics ,620
Dell,Latitude 5580,Notebook,15.6,Windows 10,959.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7300U,2.6,4.0,500.0,HDD,1.93,Intel HD Graphics ,620
Fujitsu,Lifebook A557,Notebook,15.6,Windows 10,739.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.2,Intel HD Graphics ,620
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,344.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Pentium Quad Core N4200,1.1,4.0,500.0,HDD,2.2,Intel HD Graphics ,505
Lenovo,ThinkPad L470,Notebook,14.0,Windows 10,990.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,2.02,Intel HD Graphics ,620
HP,ZBook 17,Workstation,17.3,Windows 10,1860.99,1600,900,1.7777777777777777,Other,No,Intel,Core i5 7440HQ,2.8,8.0,500.0,HDD,3.14,Nvidia Quadro M,1200
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Windows 10,389.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N3710,1.6,8.0,2048.0,HDD,1.94,Intel HD Graphics ,405
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,Windows 10,649.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,AMD,A9-Series A9-9420,3.0,6.0,256.0,SSD,1.95,AMD Radeon ,530
Lenovo,Thinkpad E570,Notebook,15.6,Windows 10,830.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.3,Intel HD Graphics ,620
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Windows 10,685.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,4.0,500.0,HDD,2.05,Intel HD Graphics ,620
Mediacom,SmartBook 141,Notebook,14.0,Windows 10,249.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Atom x5-Z8350,1.44,4.0,32.0,SSD,1.4,,
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Windows 10,1865.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,1.24,Intel HD Graphics ,620
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Windows 10,2663.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6820HK,2.7,32.0,256.0,SSD,4.6,Nvidia GeForce GTX ,1070
MSI,GT73VR Titan,Gaming,17.3,Windows 10,2729.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7820HK,2.9,16.0,512.0,SSD,4.14,Nvidia GeForce GTX ,1070
Dell,Inspiron 3567,Notebook,15.6,Linux,749.01,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.2,AMD Radeon R,5
Mediacom,SmartBook Edge,Notebook,14.0,Windows 10,389.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Celeron Quad Core N3450,1.1,4.0,32.0,SSD,1.45,Intel HD Graphics ,500
Dell,Latitude 5580,Notebook,15.6,Windows 10,1008.52,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7300U,2.6,8.0,500.0,HDD,1.9,Intel HD Graphics ,620
HP,ProBook 430,Notebook,13.3,Windows 10,719.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 7100U,2.4,4.0,128.0,SSD,1.49,Intel HD Graphics ,620
Dell,Latitude 5580,Notebook,15.6,Windows 10,1537.39,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7600U,2.8,16.0,256.0,SSD,1.93,Nvidia GeForce ,930
Dell,Chromebook 11,Netbook,11.6,Chrome OS,295.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,4.0,16.0,Flash Storage,1.26,Intel HD Graphics ,400
MSI,GT80S 6QE,Gaming,17.3,Windows 10,2349.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6820HK,2.7,16.0,128.0,SSD,4.5,Nvidia GeForce GTX ,980
HP,Omen 17-AN010nv,Gaming,17.3,Windows 10,1498.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,3.78,Nvidia GeForce GTX ,1050
